,Gender,EthnicGroup,ParentEduc,LunchType,Numberof Siblings,TransportMeans,WklyStudyHours,MathScore,ReadingScore,WritingScore
10448,1,group C,some high school,free/reduced,2,private,> 10,10,31,35
10449,0,group D,high school,standard,3,school_bus,5 - 10,62,58,59
10450,0,group D,bachelor's degree,standard,1,private,> 10,82,73,72
10451,0,group C,some college,free/reduced,1,private,5 - 10,86,83,85
10452,0,group E,some college,standard,3,school_bus,> 10,84,70,74
10453,0,group B,bachelor's degree,standard,2,private,5 - 10,82,78,78
10454,0,group C,some college,free/reduced,2,school_bus,5 - 10,42,51,43
10455,0,group C,high school,free/reduced,5,school_bus,> 10,64,63,57
10456,0,group D,some high school,standard,1,private,> 10,74,76,75
10457,0,group C,high school,standard,1,private,> 10,72,71,70
10458,0,group B,high school,standard,1,private,> 10,98,79,84
10459,0,group E,associate's degree,free/reduced,2,school_bus,5 - 10,65,63,61
10460,1,group C,associate's degree,free/reduced,4,school_bus,> 10,62,63,70
10461,1,group C,some high school,standard,3,school_bus,5 - 10,70,87,78
10462,1,group D,some college,standard,1,private,5 - 10,55,65,59
10463,1,group B,associate's degree,standard,2,school_bus,5 - 10,74,90,93
10464,1,group B,associate's degree,free/reduced,0,school_bus,5 - 10,32,43,48
10465,0,group D,associate's degree,standard,2,private,< 5,49,61,55
10466,1,group E,bachelor's degree,standard,4,private,< 5,86,84,87
10467,1,group C,high school,free/reduced,3,private,5 - 10,63,61,64
10468,1,group C,associate's degree,free/reduced,3,school_bus,5 - 10,71,77,73
10469,1,group A,master's degree,free/reduced,4,private,5 - 10,65,91,86
10470,0,group B,bachelor's degree,standard,1,school_bus,5 - 10,96,100,100
10471,0,group C,associate's degree,standard,0,school_bus,5 - 10,84,77,80
10472,0,group B,bachelor's degree,free/reduced,2,school_bus,> 10,57,47,53
10473,1,group B,some college,standard,3,private,5 - 10,69,84,86
10474,0,group D,master's degree,standard,0,school_bus,< 5,83,84,81
10475,0,group D,associate's degree,standard,1,private,< 5,51,54,50
10476,0,group B,bachelor's degree,standard,3,private,5 - 10,78,70,69
10477,1,group C,some high school,standard,4,private,5 - 10,87,94,92
10478,0,group B,associate's degree,standard,1,private,> 10,96,83,86
10479,0,group C,bachelor's degree,free/reduced,2,school_bus,< 5,58,61,60
10480,1,group A,some high school,standard,2,school_bus,5 - 10,29,49,43
10481,1,group C,some college,free/reduced,1,private,> 10,57,64,70
10482,0,group C,associate's degree,free/reduced,3,private,> 10,69,61,64
10483,0,group E,some high school,standard,2,private,5 - 10,93,84,79
10484,1,group B,some high school,standard,1,private,< 5,53,69,68
10485,1,group D,some college,standard,3,school_bus,5 - 10,81,93,97
10486,0,group C,associate's degree,standard,4,school_bus,5 - 10,88,83,79
10487,1,group E,some high school,standard,4,private,5 - 10,85,95,97
10488,1,group D,associate's degree,standard,2,school_bus,5 - 10,86,88,90
10489,0,group C,some high school,standard,2,school_bus,> 10,68,62,59
10490,0,group C,master's degree,standard,1,private,5 - 10,71,69,76
10491,1,group E,associate's degree,free/reduced,4,private,5 - 10,60,59,69
10492,0,group E,master's degree,standard,3,private,5 - 10,100,100,95
10493,1,group D,high school,standard,4,school_bus,5 - 10,62,59,61
10494,1,group D,some high school,standard,3,private,5 - 10,52,55,62
10495,0,group C,high school,free/reduced,1,private,< 5,57,59,48
10496,1,group C,some college,standard,2,school_bus,> 10,85,94,98
10497,0,group D,some high school,free/reduced,3,school_bus,< 5,56,50,60
10498,1,group E,some college,free/reduced,0,school_bus,> 10,53,72,68
10499,1,group B,high school,free/reduced,2,school_bus,5 - 10,65,70,74
10500,0,group B,high school,free/reduced,2,private,5 - 10,50,60,56
10501,0,group D,some college,standard,5,school_bus,< 5,69,67,73
10502,0,group E,associate's degree,standard,1,school_bus,> 10,89,89,92
10503,0,group B,some college,standard,1,private,5 - 10,51,42,44
10504,0,group D,master's degree,free/reduced,4,school_bus,< 5,66,65,58
10505,1,group B,high school,standard,2,private,> 10,77,96,95
10506,0,group E,some college,standard,2,school_bus,5 - 10,65,59,54
10507,0,group C,master's degree,standard,1,school_bus,> 10,86,72,80
10508,1,group D,bachelor's degree,free/reduced,1,school_bus,5 - 10,42,54,52
10509,1,group B,some high school,free/reduced,1,private,< 5,37,61,50
10510,0,group C,some college,standard,3,school_bus,> 10,75,73,79
10511,1,group C,some college,standard,2,school_bus,5 - 10,88,100,93
10512,0,group E,bachelor's degree,standard,1,school_bus,5 - 10,82,87,86
10513,0,group E,associate's degree,standard,4,school_bus,5 - 10,81,65,64
10514,0,group C,some high school,free/reduced,4,school_bus,< 5,73,69,64
10515,0,group B,master's degree,free/reduced,2,school_bus,5 - 10,61,60,53
10516,1,group C,associate's degree,standard,1,school_bus,< 5,64,82,74
10517,0,group C,master's degree,standard,6,private,> 10,79,90,87
10518,1,group E,some high school,standard,1,school_bus,5 - 10,75,72,78
10519,1,group B,associate's degree,standard,1,private,> 10,32,51,46
10520,0,group D,associate's degree,free/reduced,3,private,5 - 10,54,54,47
10521,0,group B,bachelor's degree,free/reduced,1,school_bus,> 10,53,51,48
10522,0,group A,associate's degree,standard,0,private,5 - 10,69,65,65
10523,0,group C,associate's degree,free/reduced,2,school_bus,< 5,55,55,50
10524,1,group B,associate's degree,free/reduced,1,private,5 - 10,49,60,57
10525,0,group D,high school,standard,1,school_bus,> 10,98,91,97
10526,0,group E,associate's degree,standard,1,school_bus,5 - 10,92,72,76
10527,1,group B,associate's degree,standard,2,school_bus,< 5,64,66,68
10528,0,group D,bachelor's degree,standard,0,private,> 10,88,77,90
10529,0,group C,some high school,standard,2,private,< 5,57,57,56
10530,1,group C,some high school,standard,2,school_bus,5 - 10,77,83,86
10531,1,group D,some college,free/reduced,1,school_bus,5 - 10,53,75,73
10532,1,group B,some college,standard,0,private,5 - 10,84,94,96
10533,0,group C,bachelor's degree,standard,4,private,> 10,54,56,54
10534,0,group C,some college,free/reduced,2,school_bus,> 10,60,53,49
10535,0,group B,some high school,standard,3,private,> 10,81,76,74
10536,0,group C,bachelor's degree,free/reduced,1,private,5 - 10,77,89,79
10537,1,group B,high school,free/reduced,3,private,5 - 10,58,70,61
10538,1,group D,master's degree,standard,5,school_bus,> 10,100,99,100
10539,0,group B,high school,free/reduced,2,private,5 - 10,31,33,32
10540,0,group B,some college,standard,1,private,< 5,97,89,89
10541,1,group D,associate's degree,standard,2,private,5 - 10,86,93,96
10542,0,group C,some college,standard,2,school_bus,5 - 10,79,74,70
10543,0,group E,some high school,free/reduced,5,private,5 - 10,59,60,51
10544,0,group A,some high school,standard,1,private,> 10,69,60,54
10545,1,group D,associate's degree,standard,3,private,5 - 10,78,87,78
10546,1,group C,some college,standard,1,school_bus,< 5,52,65,62
10547,0,group D,bachelor's degree,standard,3,school_bus,> 10,75,56,63
10548,1,group C,associate's degree,standard,1,private,5 - 10,56,63,60
10549,1,group D,high school,free/reduced,1,school_bus,> 10,71,79,76
10550,1,group B,some college,standard,1,school_bus,5 - 10,62,76,73
10551,1,group C,some high school,standard,4,school_bus,> 10,48,57,57
10552,1,group D,some high school,standard,2,school_bus,5 - 10,75,78,74
10553,1,group A,some college,standard,5,school_bus,> 10,48,51,52
10554,0,group B,some college,standard,1,school_bus,< 5,74,66,66
10555,1,group D,bachelor's degree,standard,4,school_bus,> 10,75,71,78
10556,0,group D,bachelor's degree,free/reduced,4,school_bus,5 - 10,60,41,45
10557,1,group B,master's degree,standard,1,school_bus,< 5,73,83,91
10558,0,group C,associate's degree,standard,3,school_bus,< 5,86,86,78
10559,1,group B,associate's degree,standard,1,school_bus,< 5,48,65,67
10560,0,group A,associate's degree,standard,3,private,5 - 10,71,63,62
10561,0,group C,high school,free/reduced,2,private,5 - 10,51,55,49
10562,1,group E,bachelor's degree,free/reduced,0,private,5 - 10,52,62,72
10563,0,group D,some high school,standard,3,private,< 5,60,55,56
10564,0,group C,high school,free/reduced,0,school_bus,5 - 10,60,53,49
10565,0,group D,high school,standard,5,private,5 - 10,90,79,71
10566,1,group D,high school,free/reduced,2,private,< 5,49,47,45
10567,0,group C,some high school,standard,3,private,< 5,70,64,64
10568,1,group E,associate's degree,standard,4,private,5 - 10,80,83,82
10569,0,group C,bachelor's degree,standard,3,private,5 - 10,91,82,80
10570,1,group D,some high school,standard,2,school_bus,5 - 10,82,95,90
10571,0,group D,some high school,standard,2,private,> 10,80,77,76
10572,0,group D,some college,standard,2,private,5 - 10,69,74,67
10573,1,group C,high school,free/reduced,2,private,5 - 10,59,71,68
10574,1,group C,some high school,standard,3,school_bus,5 - 10,77,94,90
10575,1,group C,associate's degree,standard,4,school_bus,5 - 10,65,84,85
10576,0,group C,high school,standard,4,private,5 - 10,69,56,51
10577,1,group C,bachelor's degree,free/reduced,3,school_bus,> 10,51,60,62
10578,0,group C,some college,standard,1,school_bus,< 5,63,49,58
10579,1,group C,master's degree,free/reduced,1,private,5 - 10,49,48,49
10580,0,group C,some high school,free/reduced,1,school_bus,> 10,63,59,47
10581,0,group C,associate's degree,standard,4,private,5 - 10,86,83,83
10582,0,group B,some high school,standard,0,school_bus,> 10,74,74,70
10583,0,group C,associate's degree,standard,3,school_bus,5 - 10,84,73,77
10584,0,group C,some high school,standard,1,school_bus,5 - 10,80,78,74
10585,0,group C,some high school,standard,2,school_bus,> 10,63,61,61
10586,1,group D,bachelor's degree,standard,1,private,5 - 10,80,96,92
10587,1,group B,high school,standard,3,school_bus,5 - 10,71,87,81
10588,1,group C,associate's degree,standard,1,school_bus,5 - 10,77,83,82
10589,1,group A,some college,free/reduced,6,school_bus,> 10,55,66,62
10590,0,group E,some high school,standard,1,school_bus,5 - 10,75,58,62
10591,0,group D,some college,free/reduced,1,school_bus,< 5,79,73,73
10592,1,group C,high school,standard,3,school_bus,> 10,59,77,77
10593,1,group B,some college,standard,1,school_bus,5 - 10,66,72,78
10594,1,group D,some college,standard,3,private,5 - 10,91,97,99
10595,0,group D,some college,standard,7,school_bus,5 - 10,82,81,78
10596,0,group D,some college,standard,0,school_bus,5 - 10,96,84,84
10597,1,group C,associate's degree,standard,2,school_bus,5 - 10,46,67,62
10598,0,group C,some high school,standard,4,school_bus,> 10,77,76,80
10599,0,group C,high school,standard,1,school_bus,> 10,43,37,28
10600,0,group D,high school,free/reduced,2,school_bus,< 5,7,11,12
10601,1,group C,high school,free/reduced,5,private,> 10,41,41,47
10602,0,group C,master's degree,standard,1,school_bus,5 - 10,97,95,88
10603,1,group D,some college,standard,2,school_bus,5 - 10,69,73,72
10604,0,group D,some college,free/reduced,2,private,5 - 10,87,76,82
10605,0,group C,some high school,standard,0,private,5 - 10,47,41,42
10606,1,group E,bachelor's degree,free/reduced,4,school_bus,< 5,61,75,68
10607,1,group C,some college,free/reduced,0,private,< 5,63,74,71
10608,1,group C,some college,free/reduced,1,private,5 - 10,57,76,72
10609,0,group C,associate's degree,standard,2,private,5 - 10,66,55,52
10610,1,group A,associate's degree,free/reduced,3,school_bus,5 - 10,67,86,82
10611,1,group B,master's degree,standard,1,school_bus,< 5,77,79,92
10612,1,group D,some college,standard,1,school_bus,< 5,91,87,94
10613,0,group C,bachelor's degree,standard,3,school_bus,> 10,74,72,68
10614,1,group D,bachelor's degree,standard,0,private,5 - 10,71,75,77
10615,0,group D,some college,free/reduced,2,private,< 5,54,62,62
10616,1,group D,some high school,standard,0,school_bus,5 - 10,64,66,71
10617,0,group E,bachelor's degree,standard,1,school_bus,5 - 10,80,79,75
10618,1,group D,master's degree,standard,5,school_bus,< 5,89,98,93
10619,0,group D,some college,free/reduced,1,school_bus,> 10,59,51,51
10620,1,group C,some college,free/reduced,1,school_bus,5 - 10,71,91,83
10621,1,group C,some college,free/reduced,3,school_bus,5 - 10,58,73,72
10622,1,group C,high school,free/reduced,2,private,> 10,51,69,71
10623,0,group C,master's degree,standard,3,school_bus,5 - 10,64,60,66
10624,1,group C,some high school,free/reduced,1,school_bus,> 10,54,60,56
10625,1,group C,master's degree,standard,2,school_bus,< 5,80,97,95
10626,0,group B,some high school,free/reduced,4,school_bus,5 - 10,48,59,47
10627,0,group B,high school,standard,4,private,5 - 10,66,72,75
10628,1,group C,some high school,standard,0,school_bus,> 10,42,60,58
10629,1,group B,high school,standard,1,private,< 5,67,69,66
10630,0,group A,high school,standard,1,private,5 - 10,74,73,65
10631,0,group D,high school,free/reduced,1,school_bus,5 - 10,66,68,66
10632,1,group B,some college,free/reduced,2,school_bus,5 - 10,61,68,76
10633,1,group C,some high school,standard,4,private,5 - 10,58,77,75
10634,1,group B,some college,free/reduced,2,school_bus,> 10,61,71,65
10635,0,group C,high school,free/reduced,1,private,5 - 10,83,83,75
10636,1,group E,high school,standard,2,private,5 - 10,80,86,78
10637,1,group B,some high school,standard,1,private,5 - 10,53,62,65
10638,1,group C,associate's degree,standard,2,school_bus,5 - 10,90,88,91
10639,0,group A,some high school,free/reduced,3,school_bus,5 - 10,71,66,63
10640,1,group D,bachelor's degree,free/reduced,3,school_bus,< 5,61,72,77
10641,1,group C,high school,free/reduced,1,school_bus,5 - 10,58,66,62
10642,0,group A,some high school,free/reduced,1,private,< 5,31,27,27
10643,0,group C,associate's degree,standard,3,school_bus,< 5,76,80,75
10644,1,group D,some high school,standard,3,school_bus,5 - 10,59,77,75
10645,1,group B,associate's degree,standard,2,school_bus,5 - 10,35,48,46
10646,1,group A,some high school,free/reduced,1,school_bus,5 - 10,58,65,58
10647,0,group B,some high school,standard,1,school_bus,< 5,66,67,62
10648,1,group E,some college,free/reduced,2,school_bus,5 - 10,47,56,60
10649,0,group C,high school,free/reduced,0,school_bus,5 - 10,60,61,63
10650,1,group C,some college,free/reduced,1,school_bus,5 - 10,54,62,62
10651,1,group B,some high school,standard,1,school_bus,< 5,52,65,59
10652,0,group A,some high school,standard,3,private,< 5,33,36,31
10653,0,group B,high school,standard,2,private,5 - 10,83,84,84
10654,1,group A,high school,standard,3,private,< 5,70,85,80
10655,0,group B,master's degree,free/reduced,1,private,5 - 10,43,42,38
10656,1,group E,high school,standard,0,school_bus,5 - 10,60,71,66
10657,0,group D,some college,standard,2,private,5 - 10,80,72,66
10658,1,group B,high school,standard,0,school_bus,< 5,51,58,53
10659,1,group E,high school,free/reduced,3,school_bus,5 - 10,59,61,61
10660,0,group B,some college,standard,1,school_bus,5 - 10,88,85,85
10661,0,group B,associate's degree,standard,2,private,5 - 10,69,57,59
10662,1,group C,bachelor's degree,free/reduced,2,school_bus,> 10,85,85,90
10663,1,group D,bachelor's degree,standard,2,school_bus,5 - 10,82,90,87
10664,0,group D,master's degree,standard,3,school_bus,< 5,89,77,89
10665,1,group B,bachelor's degree,standard,1,private,5 - 10,67,77,79
10666,1,group C,some high school,free/reduced,0,school_bus,5 - 10,30,52,47
10667,0,group A,some high school,free/reduced,1,private,5 - 10,45,51,50
10668,0,group C,high school,free/reduced,1,school_bus,5 - 10,61,55,54
10669,1,group C,high school,standard,1,school_bus,> 10,75,73,74
10670,0,group D,some college,standard,3,school_bus,< 5,77,73,68
10671,1,group B,master's degree,standard,1,school_bus,5 - 10,69,79,74
10672,1,group E,some college,standard,3,private,> 10,79,71,77
10673,0,group A,master's degree,free/reduced,5,school_bus,< 5,69,79,80
10674,1,group C,high school,free/reduced,3,school_bus,< 5,64,87,85
10675,1,group E,some college,free/reduced,1,school_bus,5 - 10,53,54,61
10676,0,group D,bachelor's degree,standard,3,school_bus,5 - 10,64,61,63
10677,0,group D,some high school,standard,4,private,5 - 10,100,82,93
10678,1,group C,bachelor's degree,free/reduced,3,school_bus,5 - 10,62,73,70
10679,1,group D,master's degree,standard,2,school_bus,< 5,55,77,80
10680,1,group A,bachelor's degree,standard,7,private,> 10,74,85,81
10681,1,group C,high school,free/reduced,1,private,5 - 10,64,76,64
10682,1,group C,some high school,standard,3,private,> 10,60,59,64
10683,1,group D,associate's degree,free/reduced,4,school_bus,5 - 10,58,74,70
10684,1,group D,some high school,free/reduced,2,school_bus,5 - 10,45,63,68
10685,0,group D,associate's degree,free/reduced,3,private,< 5,61,50,55
10686,0,group D,bachelor's degree,free/reduced,5,private,> 10,53,53,45
10687,0,group D,some high school,standard,3,private,5 - 10,76,76,75
10688,0,group B,bachelor's degree,standard,2,school_bus,5 - 10,77,73,72
10689,0,group C,high school,standard,2,school_bus,5 - 10,78,69,61
10690,0,group C,bachelor's degree,standard,2,school_bus,5 - 10,81,75,72
10691,0,group B,some college,standard,7,school_bus,5 - 10,52,55,51
10692,0,group C,master's degree,standard,2,school_bus,< 5,64,60,59
10693,0,group C,some college,free/reduced,3,private,> 10,79,78,72
10694,0,group C,high school,free/reduced,0,private,< 5,54,58,55
10695,1,group A,some high school,standard,0,school_bus,> 10,69,77,77
10696,0,group D,some college,standard,0,private,5 - 10,71,64,69
10697,0,group C,bachelor's degree,free/reduced,3,school_bus,5 - 10,57,55,49
10698,0,group B,associate's degree,standard,3,school_bus,5 - 10,77,65,63
10699,1,group C,high school,standard,4,private,5 - 10,46,48,48
10700,0,group D,master's degree,standard,4,school_bus,< 5,85,78,74
10701,1,group C,some high school,standard,2,school_bus,5 - 10,69,82,82
10702,1,group C,master's degree,standard,0,private,< 5,65,89,91
10703,0,group D,some high school,free/reduced,1,school_bus,5 - 10,82,72,72
10704,0,group C,bachelor's degree,standard,0,private,5 - 10,83,75,70
10705,1,group E,some college,free/reduced,2,private,> 10,91,92,96
10706,0,group E,high school,standard,0,school_bus,5 - 10,87,91,94
10707,1,group D,bachelor's degree,free/reduced,2,school_bus,< 5,67,78,79
10708,0,group B,some college,standard,3,school_bus,5 - 10,69,82,74
10709,0,group E,some college,free/reduced,4,private,5 - 10,60,52,54
10710,1,group C,master's degree,standard,0,school_bus,5 - 10,66,82,82
10711,0,group E,associate's degree,free/reduced,1,school_bus,< 5,82,76,74
10712,1,group C,some high school,free/reduced,7,school_bus,5 - 10,59,70,71
10713,0,group D,bachelor's degree,free/reduced,5,private,< 5,50,44,42
10714,1,group B,high school,standard,1,private,< 5,58,66,75
10715,0,group C,some high school,standard,2,school_bus,> 10,84,80,74
10716,1,group C,some college,standard,5,private,5 - 10,78,94,93
10717,1,group B,associate's degree,standard,3,school_bus,< 5,66,76,83
10718,1,group A,associate's degree,standard,1,school_bus,5 - 10,70,73,71
10719,1,group D,some high school,standard,2,school_bus,> 10,66,65,67
10720,1,group C,associate's degree,standard,1,school_bus,< 5,62,67,64
10721,1,group D,associate's degree,free/reduced,1,school_bus,5 - 10,77,96,96
10722,0,group B,master's degree,free/reduced,1,school_bus,> 10,65,62,65
10723,1,group B,high school,standard,1,private,> 10,61,76,77
10724,1,group E,some high school,standard,0,school_bus,5 - 10,59,57,59
10725,0,group D,some college,free/reduced,3,school_bus,< 5,59,58,61
10726,1,group B,some high school,free/reduced,1,private,5 - 10,51,58,59
10727,0,group C,some college,standard,4,school_bus,< 5,63,63,68
10728,0,group C,bachelor's degree,standard,1,private,> 10,77,71,66
10729,1,group D,some high school,free/reduced,1,school_bus,> 10,33,49,50
10730,0,group C,some high school,free/reduced,0,school_bus,> 10,36,41,32
10731,1,group C,some high school,free/reduced,1,private,< 5,43,50,44
10732,1,group A,some college,free/reduced,1,school_bus,< 5,61,72,70
10733,0,group D,some college,standard,2,private,5 - 10,85,68,69
10734,1,group B,bachelor's degree,standard,3,private,5 - 10,75,88,81
10735,1,group C,some high school,standard,4,school_bus,5 - 10,68,81,75
10736,1,group C,some college,standard,3,school_bus,> 10,71,75,76
10737,1,group D,some high school,free/reduced,3,school_bus,5 - 10,70,82,82
10738,1,group A,some college,standard,3,school_bus,> 10,66,78,75
10739,0,group C,some college,standard,2,private,> 10,61,56,56
10740,0,group B,high school,standard,4,school_bus,< 5,64,54,53
10741,1,group C,high school,standard,0,school_bus,5 - 10,80,79,77
10742,0,group C,master's degree,free/reduced,5,private,5 - 10,65,65,55
10743,1,group C,some college,standard,2,private,> 10,59,72,63
10744,0,group B,some high school,standard,1,private,5 - 10,85,82,82
10745,1,group E,high school,standard,4,private,5 - 10,89,91,90
10746,1,group E,some high school,standard,2,school_bus,5 - 10,52,54,51
10747,0,group D,associate's degree,standard,0,school_bus,5 - 10,60,58,58
10748,1,group B,associate's degree,free/reduced,1,private,5 - 10,44,56,50
10749,0,group C,some high school,standard,3,school_bus,< 5,70,64,63
10750,1,group C,bachelor's degree,standard,2,private,5 - 10,59,70,63
10751,1,group C,some college,free/reduced,0,school_bus,5 - 10,38,47,49
10752,1,group C,high school,free/reduced,3,private,5 - 10,49,58,55
10753,0,group D,associate's degree,free/reduced,1,private,< 5,50,46,43
10754,0,group B,some high school,free/reduced,1,private,< 5,64,57,56
10755,0,group B,some high school,standard,3,school_bus,5 - 10,53,54,49
10756,1,group A,some college,standard,3,school_bus,5 - 10,44,61,53
10757,0,group A,some high school,standard,3,school_bus,< 5,30,24,22
10758,1,group C,associate's degree,standard,3,school_bus,5 - 10,74,82,78
10759,1,group A,high school,standard,1,school_bus,> 10,91,98,99
10760,1,group D,bachelor's degree,standard,3,school_bus,5 - 10,76,92,100
10761,0,group D,high school,standard,2,private,5 - 10,95,88,82
10762,1,group C,associate's degree,standard,1,private,5 - 10,64,67,75
10763,1,group D,some high school,free/reduced,1,school_bus,< 5,73,79,79
10764,0,group D,some high school,standard,3,school_bus,5 - 10,71,54,60
10765,0,group C,bachelor's degree,standard,2,private,5 - 10,86,80,75
10766,1,group A,some college,standard,1,private,> 10,63,82,79
10767,0,group B,bachelor's degree,standard,2,private,< 5,92,80,86
10768,0,group D,high school,standard,3,private,< 5,73,72,67
10769,1,group A,high school,free/reduced,1,school_bus,5 - 10,57,75,78
10770,0,group D,some college,standard,7,private,5 - 10,58,61,69
10771,1,group C,master's degree,standard,2,private,5 - 10,76,91,82
10772,1,group D,some high school,standard,4,school_bus,< 5,45,59,57
10773,1,group D,bachelor's degree,free/reduced,1,school_bus,5 - 10,54,63,74
10774,1,group A,some college,standard,3,private,5 - 10,84,84,88
10775,0,group A,some college,standard,0,school_bus,< 5,68,73,73
10776,0,group C,some high school,free/reduced,5,private,5 - 10,76,74,72
10777,0,group E,some high school,standard,3,private,< 5,64,57,57
10778,1,group C,some college,free/reduced,0,school_bus,< 5,76,81,83
10779,0,group D,some high school,free/reduced,3,school_bus,> 10,39,47,38
10780,0,group D,associate's degree,free/reduced,1,school_bus,5 - 10,67,75,63
10781,0,group B,bachelor's degree,standard,2,school_bus,< 5,64,66,63
10782,0,group D,associate's degree,standard,0,private,< 5,85,81,86
10783,1,group C,bachelor's degree,standard,4,private,5 - 10,55,59,54
10784,1,group C,master's degree,free/reduced,1,private,> 10,73,81,86
10785,1,group C,some high school,free/reduced,0,school_bus,5 - 10,43,62,50
10786,0,group C,bachelor's degree,standard,2,school_bus,< 5,67,69,65
10787,0,group B,associate's degree,standard,2,private,5 - 10,81,77,72
10788,1,group A,bachelor's degree,free/reduced,3,school_bus,5 - 10,88,89,93
10789,0,group D,bachelor's degree,free/reduced,0,school_bus,5 - 10,70,62,68
10790,0,group D,bachelor's degree,standard,7,private,> 10,100,100,99
10791,1,group D,some high school,free/reduced,3,school_bus,5 - 10,54,68,75
10792,1,group B,bachelor's degree,standard,2,school_bus,5 - 10,69,75,74
10793,0,group C,some college,standard,1,school_bus,5 - 10,70,70,67
10794,0,group C,bachelor's degree,standard,4,private,< 5,96,98,98
10795,0,group D,some college,standard,2,private,5 - 10,78,65,64
10796,0,group C,bachelor's degree,standard,1,private,5 - 10,74,73,73
10797,0,group B,some high school,standard,1,school_bus,< 5,59,48,47
10798,0,group D,some college,standard,1,private,5 - 10,80,70,72
10799,0,group C,some college,free/reduced,2,school_bus,5 - 10,75,72,72
10800,1,group C,high school,standard,2,school_bus,5 - 10,67,72,69
10801,0,group C,high school,standard,4,private,> 10,46,48,45
10802,1,group C,master's degree,standard,2,private,5 - 10,57,63,68
10803,0,group E,some college,standard,1,school_bus,5 - 10,80,67,69
10804,1,group D,high school,standard,2,school_bus,> 10,77,82,81
10805,0,group D,some high school,free/reduced,0,private,< 5,45,47,48
10806,0,group C,some college,free/reduced,1,school_bus,< 5,64,70,63
10807,1,group A,associate's degree,free/reduced,1,school_bus,> 10,61,64,66
10808,1,group B,associate's degree,free/reduced,0,school_bus,< 5,48,59,59
10809,0,group E,associate's degree,standard,0,school_bus,5 - 10,100,96,100
10810,1,group D,bachelor's degree,free/reduced,4,school_bus,> 10,57,76,72
10811,0,group C,bachelor's degree,standard,3,school_bus,< 5,69,73,74
10812,0,group D,associate's degree,standard,2,school_bus,5 - 10,83,79,76
10813,0,group B,associate's degree,free/reduced,4,school_bus,5 - 10,68,77,75
10814,0,group E,high school,standard,1,school_bus,5 - 10,97,77,68
10815,0,group B,bachelor's degree,standard,3,private,5 - 10,93,88,81
10816,1,group E,some high school,free/reduced,6,school_bus,5 - 10,66,81,80
10817,1,group C,high school,standard,0,school_bus,< 5,63,75,75
10818,1,group A,high school,free/reduced,1,school_bus,5 - 10,40,59,50
10819,1,group C,some high school,standard,1,private,< 5,69,73,81
10820,1,group B,some college,standard,3,private,5 - 10,48,52,49
10821,0,group E,associate's degree,standard,2,school_bus,> 10,80,61,67
10822,0,group B,high school,standard,0,school_bus,5 - 10,67,55,58
10823,1,group B,master's degree,free/reduced,4,school_bus,5 - 10,84,91,97
10824,1,group B,high school,free/reduced,3,school_bus,5 - 10,53,68,60
10825,0,group E,some high school,standard,1,private,< 5,86,80,82
10826,1,group C,bachelor's degree,free/reduced,3,school_bus,5 - 10,32,50,55
10827,1,group B,high school,standard,1,private,5 - 10,63,71,69
10828,1,group D,some high school,standard,1,school_bus,5 - 10,86,90,97
10829,1,group D,some college,free/reduced,1,private,5 - 10,57,65,69
10830,1,group D,associate's degree,free/reduced,5,school_bus,< 5,65,81,83
10831,0,group D,high school,standard,2,school_bus,5 - 10,56,54,53
10832,0,group B,some college,free/reduced,0,private,> 10,42,47,45
10833,0,group B,some college,free/reduced,3,school_bus,5 - 10,58,64,56
10834,1,group E,associate's degree,standard,2,school_bus,5 - 10,59,62,63
10835,0,group C,some college,free/reduced,3,private,> 10,73,66,71
10836,0,group D,some college,standard,1,private,> 10,85,75,72
10837,1,group E,some college,standard,5,private,< 5,63,68,67
10838,1,group B,some college,free/reduced,3,private,5 - 10,35,55,57
10839,0,group D,high school,standard,3,private,5 - 10,67,53,56
10840,1,group C,some high school,standard,1,private,< 5,75,85,87
10841,0,group C,high school,standard,2,school_bus,5 - 10,50,49,43
10842,0,group B,some college,standard,1,school_bus,> 10,75,64,64
10843,0,group B,high school,standard,1,school_bus,5 - 10,61,61,60
10844,0,group D,high school,standard,2,school_bus,5 - 10,79,79,79
10845,0,group C,bachelor's degree,free/reduced,1,school_bus,< 5,47,44,42
10846,0,group B,bachelor's degree,standard,3,school_bus,5 - 10,45,36,43
10847,0,group C,some high school,free/reduced,1,school_bus,5 - 10,49,55,47
10848,0,group C,associate's degree,free/reduced,2,school_bus,5 - 10,60,60,50
10849,1,group D,high school,free/reduced,1,private,> 10,64,77,76
10850,0,group D,some college,standard,3,school_bus,5 - 10,76,72,70
10851,0,group D,some college,standard,7,school_bus,5 - 10,94,95,95
10852,1,group D,some high school,free/reduced,1,school_bus,> 10,70,81,77
10853,0,group C,high school,standard,2,school_bus,5 - 10,71,70,67
10854,0,group A,high school,standard,1,private,5 - 10,71,64,67
10855,1,group C,master's degree,free/reduced,1,private,5 - 10,84,100,100
10856,1,group C,associate's degree,standard,2,private,< 5,76,78,83
10857,1,group B,bachelor's degree,free/reduced,2,private,5 - 10,76,80,86
10858,1,group E,some high school,free/reduced,1,school_bus,5 - 10,72,75,70
10859,1,group C,high school,free/reduced,0,school_bus,< 5,58,65,59
10860,0,group B,some high school,standard,1,school_bus,5 - 10,47,40,39
10861,0,group C,some college,standard,1,school_bus,5 - 10,81,81,82
